x
-1 1
93 -2.23604692007e-05 2.35745408544e-05
94 -2.01759885529e-05 2.08503643236e-05
95 -2.28274338479e-05 1.96427705586e-05
96 -2.10356636691e-05 2.48325803364e-05
97 -3.86934670193e-05 1.62542166195e-05
98 -2.38862032112e-05 1.57345512318e-05
99 -2.8519631783e-05 2.57047132767e-05
100 -2.79273031693e-05 1.79328104022e-05
101 -2.43306871203e-05 2.22324642572e-05
102 -2.42035447664e-05 2.23059243043e-05
103 -2.39113610232e-05 2.41473136277e-05
104 -3.16059500893e-05 2.07831155529e-05
105 -1.77732644083e-05 3.07135500529e-05
106 -3.4679611194e-05 2.48721688593e-05
107 -3.22657293495e-05 2.3652074322e-05
108 -4.03961381116e-05 1.81740220882e-05
109 -2.09032230886e-05 2.01725769007e-05
110 -2.825392099e-05 2.66453894977e-05
111 -3.51510814546e-05 2.65467130886e-05
112 -2.40967442289e-05 3.00453138238e-05
113 -2.56397605057e-05 2.40962062429e-05
114 -2.58322600592e-05 2.7312329007e-05
115 -2.28231779076e-05 2.47590631674e-05
116 -2.98503644093e-05 1.85270489107e-05
117 -2.67020135817e-05 3.21002154009e-05
118 -2.96882343675e-05 2.00985970433e-05
119 -2.79401656357e-05 2.25472319379e-05
120 -2.45613675601e-05 2.04073041481e-05
121 -3.20807952553e-05 2.18387449176e-05
122 -3.0175956471e-05 2.98060111832e-05
123 -3.58667755132e-05 2.16903610614e-05
124 -3.80325823958e-05 3.1423934878e-05
125 -1.8448180834e-05 2.13874411519e-05
126 -1.76530169626e-05 1.78463851768e-05
127 -1.81107259868e-05 3.02714872186e-05
128 -3.05574378463e-05 2.35122786268e-05
129 -1.8942719905e-05 2.438168027e-05
130 -2.86570359804e-05 3.09607067872e-05
131 -2.68339727617e-05 2.04093474987e-05
132 -2.54129864555e-05 2.50005542575e-05
133 -2.77366998982e-05 2.42850896616e-05
134 -2.17424083784e-05 3.22632454934e-05
135 -2.66995442484e-05 3.17668615749e-05
136 -2.74294951191e-05 2.23486887301e-05
137 -2.31471596926e-05 2.70921201922e-05
138 -2.26150317727e-05 2.93381254078e-05
139 -2.33711809484e-05 2.02260715338e-05
140 -2.84861818652e-05 2.54928728737e-05
141 -2.34960653759e-05 3.09615112463e-05
142 -1.92026765131e-05 3.39336027316e-05
143 -2.17879195846e-05 1.86253883569e-05
144 -2.04407340414e-05 2.22470314602e-05
145 -2.34661234048e-05 2.08813383776e-05
146 -2.31665443219e-05 2.5529730048e-05
147 -2.06565515928e-05 2.43492333884e-05
148 -2.60027069292e-05 2.8472509146e-05
149 -3.09653903795e-05 3.39799138783e-05
150 -2.75847220212e-05 2.51863721836e-05
151 -2.17849229657e-05 1.85012897801e-05
152 -3.2848722569e-05 2.2541567622e-05
153 -2.19527115757e-05 2.0467718174e-05
154 -2.58293730681e-05 2.38087273729e-05
155 -2.47832483368e-05 2.29067048391e-05
156 -2.56105611336e-05 2.00099837812e-05
157 -2.15324669125e-05 2.99883805178e-05
158 -2.28431924418e-05 2.29153063906e-05
159 -3.07073207754e-05 2.65841523594e-05
160 -3.35125858009e-05 2.72384619535e-05
161 -1.336722399e-05 3.02421063205e-05
162 -2.38152211357e-05 3.17854076164e-05
163 -3.17714104595e-05 2.29466343314e-05
164 -1.99698934071e-05 1.96550674841e-05
165 -2.25388798351e-05 2.26126323551e-05
166 -2.935564279e-05 3.25897793765e-05
167 -1.80537844389e-05 3.32500909868e-05
168 -1.78880461147e-05 2.51547104119e-05
169 -3.14224616199e-05 2.42243700461e-05
170 -2.0811221567e-05 3.49545447017e-05
171 -2.61444330236e-05 2.78002926664e-05
172 -2.38840267462e-05 2.51741281927e-05
173 -3.81224138506e-05 2.54713498495e-05
174 -1.65400047563e-05 2.53981639859e-05
175 -2.0707065444e-05 1.46137417158e-05
176 -2.2571996385e-05 1.74888945999e-05
177 -1.87698861291e-05 3.47230994539e-05
178 -2.39311567285e-05 1.97654155653e-05
179 -2.61483047173e-05 2.27810583582e-05
180 -2.09970651441e-05 3.00281547465e-05
181 -2.44409665886e-05 2.91624398016e-05
182 -3.30406419794e-05 2.91146878202e-05
183 -2.35869327393e-05 3.5012919638e-05
184 -2.10958165927e-05 1.92686774801e-05
185 -2.20155619436e-05 3.42218568884e-05
186 -2.20078210226e-05 2.69763474097e-05
187 -2.83506671616e-05 2.43404364579e-05
188 -2.14356993389e-05 2.02531595208e-05
189 -2.22041636998e-05 2.03021393475e-05
190 -2.67850188499e-05 2.49981705884e-05
191 -2.17615667062e-05 2.60615314566e-05
192 -2.80326623331e-05 3.44545827159e-05
193 -1.53562868838e-05 2.96123517114e-05
194 -2.56028302796e-05 2.72657376635e-05
195 -3.21326283124e-05 3.00674538531e-05
196 -2.75944260677e-05 2.50835100094e-05
197 -2.26187235056e-05 2.5667986363e-05
198 -2.11310392534e-05 2.68123646155e-05
199 -3.42765999762e-05 2.42033311743e-05
200 -3.23574674564e-05 3.18827411253e-05
201 -2.38087730902e-05 2.83977033437e-05
202 -2.6524080575e-05 3.20437325167e-05
203 -2.83444129142e-05 2.24577672451e-05
204 -2.21148967835e-05 2.5199544457e-05
205 -1.96443287705e-05 2.40313863681e-05
206 -2.32418999962e-05 2.62834069415e-05
207 -2.86465728123e-05 2.76313407017e-05
208 -2.38166155498e-05 2.09586762928e-05
209 -2.23579277196e-05 2.72906321098e-05
210 -2.38285628098e-05 2.62590104489e-05
211 -2.13017824591e-05 2.70633606265e-05
212 -2.49000120901e-05 3.78625906675e-05
213 -2.59124047694e-05 3.28788870745e-05
214 -2.31224175669e-05 2.99868333214e-05
215 -2.50085111715e-05 2.74896959134e-05
216 -2.05165967738e-05 2.72875136948e-05
217 -2.15254629065e-05 2.77336701352e-05
218 -2.53760863641e-05 2.10233931134e-05
219 -2.67816527485e-05 2.39080693138e-05
220 -2.47327958667e-05 3.40504684022e-05
221 -2.680102269e-05 2.20474984836e-05
222 -2.75171101504e-05 2.45040688436e-05
223 -2.59273301548e-05 2.64161619612e-05
224 -2.47728320849e-05 2.22218043236e-05
225 -2.44358586162e-05 2.19921862064e-05
226 -2.15941581144e-05 2.8696428692e-05
227 -1.69668151933e-05 2.44663024626e-05
228 -2.58588935284e-05 2.16480934148e-05
229 -3.20560473221e-05 2.61213355168e-05
230 -1.77613920169e-05 1.681031506e-05
231 -1.82597244246e-05 4.10278416342e-05
232 -1.80735131205e-05 3.73361811787e-05
233 -2.85514078948e-05 2.81520037487e-05
234 -1.93214416333e-05 2.99648043817e-05
235 -1.71433592042e-05 3.45251609706e-05
236 -2.2608515197e-05 1.81989858042e-05
237 -2.15439631806e-05 2.24384141134e-05
238 -2.45363896805e-05 1.99646722513e-05
239 -2.91432795716e-05 2.32746132114e-05
240 -2.17389004556e-05 3.17469362414e-05
241 -1.75324450511e-05 2.54460799452e-05
242 -2.68210244576e-05 2.21982577719e-05
243 -2.17516664752e-05 2.43731694072e-05
244 -2.88977888735e-05 2.01614653437e-05
245 -1.9820579035e-05 1.97050210495e-05
246 -1.76789949363e-05 2.70948874522e-05
247 -2.67917589026e-05 3.17981764698e-05
248 -2.37935562326e-05 2.37971261318e-05
249 -2.47526465235e-05 2.55342339288e-05
250 -1.6795769664e-05 2.14333999719e-05
251 -1.52983935128e-05 3.33177550586e-05
252 -2.10124768626e-05 2.14508862406e-05
253 -2.66531771376e-05 1.86072324501e-05
254 -2.14359329163e-05 2.26647623382e-05
255 -3.82854152499e-05 2.39668822156e-05
256 -2.8946688879e-05 2.40869027108e-05
257 -2.8391335502e-05 2.27548740274e-05
258 -3.27284295563e-05 2.72632731178e-05
259 -1.78142460613e-05 2.72041040047e-05
260 -2.09957017878e-05 1.44682084188e-05
261 -3.06894371176e-05 2.69713880954e-05
262 -3.1728939736e-05 3.4794353726e-05
263 -2.08281451984e-05 2.68121612402e-05
264 -3.10787981556e-05 2.40232948544e-05
265 -2.10206235376e-05 2.96015159815e-05
266 -2.76568700329e-05 2.08130996236e-05
267 -2.5677872038e-05 2.75883286452e-05
268 -2.90476350244e-05 2.64268214847e-05
269 -2.61279235001e-05 1.89005512352e-05
270 -2.09795783627e-05 2.45038205099e-05
271 -2.36649016421e-05 2.30472452198e-05
272 -2.15579298064e-05 3.21306685285e-05
273 -2.06391263673e-05 1.91222251346e-05
274 -2.6554279299e-05 2.86900221399e-05
275 -2.55158884157e-05 2.53538300521e-05
276 -1.87240751972e-05 2.49103718099e-05
277 -1.73640657056e-05 3.77395690216e-05
278 -2.8965374142e-05 2.53925158871e-05
279 -2.9709006358e-05 1.87032772672e-05
280 -2.19062772833e-05 2.24947237189e-05
281 -1.96710661184e-05 2.37401000397e-05
282 -2.97249953799e-05 2.79033134011e-05
283 -3.20596540842e-05 2.44093354373e-05
284 -2.77828624375e-05 2.25228930299e-05
285 -2.54214149695e-05 2.58655414477e-05
286 -2.71354648284e-05 2.63909573515e-05
287 -2.66679588904e-05 2.00264650141e-05
288 -2.09071668437e-05 3.02633095903e-05
289 -2.4292809839e-05 2.86266643888e-05
290 -3.42987086533e-05 1.96262454822e-05
291 -2.89294813231e-05 2.58069095443e-05
292 -2.92636348424e-05 2.64327784987e-05
293 -2.93713544185e-05 2.93141185655e-05
294 -2.70871100704e-05 1.75530914594e-05
295 -3.29927570056e-05 2.60916513549e-05
296 -2.43088640381e-05 1.82393846393e-05
297 -3.35980646209e-05 2.92021480713e-05
298 -2.03112326177e-05 3.11907665752e-05
299 -2.16964098716e-05 3.31837502914e-05
300 -2.4180163781e-05 2.7187060639e-05
301 -2.6301466689e-05 3.76988503405e-05
302 -2.0718262516e-05 2.39189332024e-05
303 -2.55113670844e-05 3.13763401988e-05
304 -2.05039948596e-05 2.48812215053e-05
305 -2.47694773252e-05 1.99236033447e-05
306 -2.67073688276e-05 2.67503952658e-05
307 -2.10801417925e-05 2.41234870161e-05
308 -2.29058052829e-05 2.01940847628e-05
309 -3.0784427725e-05 2.07592712216e-05
310 -2.44431142657e-05 2.7421141555e-05
311 -2.31264301723e-05 2.21106984147e-05
312 -3.19220773092e-05 2.7363939232e-05
313 -2.59185392376e-05 3.051710464e-05
314 -3.0569413544e-05 2.40816833313e-05
315 -2.6586971794e-05 1.98688340587e-05
316 -2.60049989869e-05 2.25533018942e-05
317 -2.58534973577e-05 2.73087254135e-05
318 -3.71690958358e-05 2.64440518882e-05
319 -2.88199071109e-05 2.43797156561e-05
320 -1.76743473006e-05 2.04135822146e-05
321 -2.48759402775e-05 2.67657120722e-05
322 -2.96229436413e-05 1.73746702112e-05
323 -2.79333831757e-05 2.32579285065e-05
324 -2.7377871377e-05 3.95633078291e-05
325 -2.553413932e-05 2.39743742685e-05
326 -2.37031579469e-05 2.30104443122e-05
327 -2.04460448913e-05 2.47333787565e-05
328 -1.94372010092e-05 2.53722743544e-05
329 -2.96832900758e-05 3.2193579754e-05
330 -2.1345193622e-05 2.8517132456e-05
331 -3.28052794701e-05 2.2993058897e-05
332 -2.28580238124e-05 2.77279099238e-05
333 -2.6940327417e-05 2.43144863546e-05
334 -2.53544689345e-05 2.64222847577e-05
335 -1.71235223458e-05 1.93518076083e-05
336 -2.23738594574e-05 2.41118206913e-05
337 -2.1450657837e-05 2.48807793847e-05
338 -2.77230491719e-05 2.70043612823e-05
339 -2.82802534668e-05 1.63644924432e-05
340 -1.79676592388e-05 2.00672217857e-05
341 -2.19770413823e-05 3.16854265256e-05
342 -2.06110432892e-05 2.22448669229e-05
343 -2.53689628859e-05 2.30042804287e-05
344 -2.81451886909e-05 3.98289966369e-05
345 -2.4080622653e-05 2.33743457856e-05
346 -2.08653381147e-05 2.92051909374e-05
347 -2.70346288686e-05 2.50575392645e-05
348 -2.91329318575e-05 1.93644227283e-05
349 -2.37003157207e-05 1.91725603829e-05
350 -1.72656167394e-05 3.70529286533e-05
351 -2.39836799512e-05 2.10327303287e-05
352 -2.14091313879e-05 2.38946592605e-05
353 -3.167154341e-05 2.74683823962e-05
354 -2.40410346388e-05 2.34136031005e-05
355 -2.21827788781e-05 2.78794871714e-05
356 -2.03232731617e-05 3.36038004411e-05
357 -2.6192649421e-05 3.05240733143e-05
358 -2.78619914315e-05 3.08011448968e-05
359 -2.16889538296e-05 2.28806171419e-05
360 -4.20866494769e-05 1.9995583675e-05
361 -3.44721715252e-05 2.58588231517e-05
362 -2.52865937043e-05 2.47659676641e-05
363 -2.7487158349e-05 1.88264569183e-05
364 -1.38624592911e-05 2.48338643262e-05
365 -3.0770935303e-05 2.22337740581e-05
366 -2.75341353328e-05 2.03539514786e-05
367 -2.17038573944e-05 2.28145791546e-05
368 -2.4100237869e-05 2.43099568147e-05
369 -2.5994482271e-05 2.9646504659e-05
370 -2.62338342695e-05 2.45644768691e-05
371 -2.93864714511e-05 1.72778397568e-05
372 -2.41157630039e-05 1.9716087116e-05
373 -2.87343259391e-05 2.30004983034e-05
374 -1.88599777097e-05 2.12322844537e-05
375 -4.15010742202e-05 1.83892845241e-05
376 -3.10884613453e-05 1.6985198836e-05
377 -2.19245516238e-05 1.98014584762e-05
378 -2.22247746899e-05 2.54103104492e-05
379 -3.25387235403e-05 2.61558462764e-05
380 -2.59728219102e-05 3.42121136206e-05
381 -2.28533761783e-05 2.27188417271e-05
382 -2.48822843874e-05 2.92713652843e-05
383 -2.20802489251e-05 3.64224018886e-05
384 -2.01127602454e-05 2.53394065508e-05
385 -2.61986120909e-05 3.15565702438e-05
386 -2.85042394785e-05 2.5709236741e-05
387 -2.36173580226e-05 2.19310315441e-05
388 -2.81139829773e-05 1.63612353827e-05
389 -2.13594162853e-05 2.08024698582e-05
390 -2.82723431406e-05 3.1989978608e-05
391 -2.34276213116e-05 2.44305419477e-05
392 -4.06948194739e-05 2.96778071968e-05
393 -3.27022711215e-05 2.23390656137e-05
394 -2.61573396017e-05 2.6608442544e-05
395 -2.4225181784e-05 2.28497979126e-05
396 -3.23109935958e-05 2.3428651071e-05
397 -2.17438746612e-05 3.23400284054e-05
398 -2.73345398268e-05 2.04170491062e-05
399 -1.8148272407e-05 3.0407771504e-05
400 -1.97511068697e-05 2.36970469908e-05
401 -2.86794685654e-05 2.19318758854e-05
402 -2.56940772143e-05 2.54521326442e-05
403 -3.35293972892e-05 2.32458642334e-05
404 -3.41230932136e-05 2.22228181949e-05
405 -2.70217822462e-05 3.00627234868e-05
406 -2.05704472077e-05 1.89576779131e-05
407 -2.83424218693e-05 2.99457530693e-05
408 -1.92029896224e-05 2.70807824388e-05
409 -2.57962089067e-05 2.45428092076e-05
410 -1.71374496724e-05 1.81019541076e-05
411 -2.74073045802e-05 2.74290749805e-05
412 -2.06576873101e-05 2.23394378313e-05
413 -2.40224063118e-05 2.66440159557e-05
414 -2.95531406546e-05 3.29908668812e-05
415 -1.67761000763e-05 2.82401723054e-05
416 -2.59291924343e-05 4.02310321176e-05
417 -3.29917254592e-05 1.78316232236e-05
418 -2.39253352136e-05 3.08973475091e-05
419 -2.65189290876e-05 2.56745728783e-05
420 -3.86363453903e-05 2.83073099974e-05
421 -2.54172865324e-05 1.71152496561e-05
422 -2.43465637706e-05 2.57576934905e-05
423 -2.80328451408e-05 1.66079302845e-05
424 -2.98084564163e-05 2.7921854887e-05
425 -2.07210239575e-05 3.64703343863e-05
426 -2.121587946e-05 1.88004861095e-05
427 -2.68713371947e-05 2.60931429523e-05
428 -2.24844990102e-05 1.84965399522e-05
429 -2.05883015261e-05 2.87443388587e-05
430 -2.42685695513e-05 3.02152006826e-05
431 -3.5188696917e-05 2.41620368279e-05
432 -3.52713390986e-05 2.62528170584e-05
433 -2.3171660053e-05 2.06710892428e-05
434 -1.98217587944e-05 2.23760536123e-05
435 -1.93840810044e-05 3.66535103717e-05
436 -2.03953595869e-05 2.55021760949e-05
437 -2.22694544417e-05 1.95347210553e-05
438 -2.89324046894e-05 2.29811881342e-05
439 -2.36605240619e-05 2.2171702937e-05
440 -2.2208516204e-05 2.08910527938e-05
441 -2.47568956301e-05 2.65242435872e-05
442 -1.76943757156e-05 2.36407593084e-05
443 -1.93089582305e-05 2.51549887675e-05
444 -1.8867545112e-05 2.0926309546e-05
445 -3.09207613306e-05 2.31483312274e-05
446 -1.72899387189e-05 2.33675449647e-05
447 -2.49009183363e-05 2.15340646323e-05
448 -1.90933055871e-05 2.28631678363e-05
449 -1.62617737633e-05 3.16942072613e-05
450 -1.68958137052e-05 2.67272221405e-05
451 -2.49609975574e-05 2.85380794383e-05
452 -2.1703146437e-05 2.23343020806e-05
453 -2.57396190913e-05 2.7885803481e-05
454 -2.8374806962e-05 2.47187875679e-05
455 -2.26810266492e-05 2.36269898024e-05
456 -3.051299058e-05 2.82129167171e-05
457 -2.46915800623e-05 2.99131286143e-05
458 -2.19649597103e-05 1.83296984632e-05
459 -2.89461062479e-05 2.9799423345e-05
460 -3.37177511126e-05 1.90589903617e-05
461 -2.94365914238e-05 2.30757329794e-05
462 -1.97662888508e-05 2.28524458742e-05
463 -3.22569254674e-05 3.00974300028e-05
464 -3.08916434635e-05 2.77898298856e-05
465 -2.34942736485e-05 2.66521730174e-05
466 -1.86809416896e-05 2.12624159201e-05
467 -2.36628383078e-05 1.57713923794e-05
468 -2.36802128675e-05 2.6303898099e-05
469 -2.49977687167e-05 2.42428196556e-05
470 -2.43715378903e-05 1.82061881295e-05
471 -2.82509218993e-05 2.61956069379e-05
472 -2.19082517074e-05 2.85520062168e-05
473 -2.20557243045e-05 2.40209897669e-05
474 -2.88598745628e-05 2.11592450604e-05
475 -2.36941952779e-05 1.88433332993e-05
476 -1.35784222153e-05 2.70948564203e-05
477 -1.81014626239e-05 2.61721548192e-05
478 -3.80928548951e-05 2.88336313157e-05
479 -3.17738171316e-05 1.79906185485e-05
480 -1.86693857339e-05 3.22264806844e-05
481 -2.88747940628e-05 2.74858341349e-05
482 -2.39847759629e-05 3.2383315038e-05
483 -3.00382579308e-05 2.13509190773e-05
484 -1.77877715959e-05 2.82145831261e-05
485 -2.42260627506e-05 3.42085858573e-05
486 -3.10069047769e-05 3.1205307565e-05
487 -2.1769991742e-05 2.25432374262e-05
488 -2.49755006527e-05 4.01793122998e-05
489 -2.3285456713e-05 3.75102500128e-05
490 -2.84294834724e-05 3.10034402065e-05
491 -2.24115718353e-05 1.98507243945e-05
492 -1.94665375254e-05 2.79995327297e-05
493 -2.76126592769e-05 3.13632780641e-05
494 -2.20866797053e-05 3.22023192919e-05
495 -2.40585941005e-05 2.29786170389e-05
496 -2.69510122076e-05 2.1393962304e-05
497 -1.95660407191e-05 2.14795261989e-05
498 -2.43825528579e-05 2.51889549143e-05
499 -2.14761004373e-05 1.91755832995e-05
500 -2.42083192408e-05 2.51440606926e-05
501 -2.3480128965e-05 2.57885308442e-05
502 -2.23133516277e-05 2.67586576187e-05
503 -2.13539421305e-05 2.63115232351e-05
504 -2.70169481517e-05 2.58747548721e-05
505 -2.36707140532e-05 2.45567871668e-05
506 -2.56145706344e-05 3.01822402745e-05
507 -2.07139600214e-05 3.21677381517e-05
508 -2.01580926174e-05 1.933533245e-05
509 -2.85581031679e-05 3.1803343686e-05
510 -2.11218804713e-05 2.96526584639e-05
511 -3.2756660844e-05 3.65273387145e-05
512 -2.61705288028e-05 2.30789063282e-05
513 -2.23647748246e-05 2.51915191608e-05
514 -2.2856223021e-05 2.75890696019e-05
515 -3.12454038651e-05 1.36988495505e-05
516 -2.28066298082e-05 2.06900459221e-05
517 -2.36264745991e-05 2.07197286327e-05
518 -3.4788019329e-05 3.05921892415e-05
519 -2.13098233682e-05 3.01828115047e-05
520 -2.75212571953e-05 2.68874632895e-05
521 -1.98957973363e-05 2.01491627169e-05
522 -1.62146669563e-05 2.31867360536e-05
523 -2.39500878733e-05 3.28234580794e-05
524 -2.20131969173e-05 2.17470947134e-05
525 -2.38921518635e-05 2.30424243107e-05
526 -2.76865392555e-05 2.08158057507e-05
527 -2.67771722687e-05 2.17749069737e-05
528 -2.69600523764e-05 3.51083745984e-05
529 -2.96314835598e-05 2.50661429522e-05
530 -2.34178258211e-05 2.54480210239e-05
531 -1.84880010527e-05 2.06893661803e-05
532 -2.7589568645e-05 2.57130788747e-05
533 -2.91319804037e-05 2.26201929581e-05
534 -2.29239955027e-05 2.63104767275e-05
535 -2.49208602572e-05 2.29725608188e-05
536 -2.31227136915e-05 2.05313435879e-05
537 -2.24036246158e-05 3.50616607911e-05
538 -2.37891689977e-05 2.1345169924e-05
539 -2.62465375722e-05 3.23204644251e-05
540 -2.53439329507e-05 2.79674642088e-05
541 -2.1977839909e-05 2.90404663135e-05
542 -2.06680911217e-05 2.84289473053e-05
543 -1.91661339897e-05 2.03296983745e-05
544 -2.87227517679e-05 2.71398701659e-05
545 -2.00454586696e-05 2.26070328356e-05
546 -2.83561986407e-05 2.33209718777e-05
547 -2.60222494377e-05 2.30612393237e-05
548 -2.41934987893e-05 4.43030301842e-05
549 -1.58230726016e-05 2.77456763755e-05
550 -2.08647271122e-05 3.08550885589e-05
551 -3.3381335543e-05 2.48312454075e-05
552 -1.77426580212e-05 2.55733775615e-05
553 -1.9458702984e-05 2.22912162706e-05
554 -3.01210024343e-05 2.7472599123e-05
555 -1.91603203686e-05 2.41188923465e-05
556 -2.34260058305e-05 2.15354956377e-05
557 -2.11267584805e-05 3.4536423855e-05
558 -2.82977735005e-05 2.95453992358e-05
559 -3.47647298042e-05 2.76429224161e-05
560 -2.28056452293e-05 2.36501375544e-05
561 -1.86207141222e-05 2.74872557737e-05
562 -2.62840361595e-05 2.51093156995e-05
563 -2.65295075475e-05 1.96435426162e-05
564 -2.30200731066e-05 2.01797678842e-05
565 -2.04396655896e-05 2.92747906333e-05
566 -2.2701596587e-05 2.74260628542e-05
567 -2.96048224946e-05 1.74244363872e-05
568 -1.66149998046e-05 2.97038590337e-05
569 -2.32220190105e-05 2.32434727428e-05
570 -2.45710131051e-05 3.42597581841e-05
571 -2.50092157372e-05 2.78457757166e-05
572 -2.89784989889e-05 2.32891168688e-05
573 -2.67729704296e-05 2.57239567542e-05
574 -2.47293568375e-05 1.83977529572e-05
575 -3.861938355e-05 2.42568020474e-05
576 -2.7235236086e-05 1.91820507985e-05
577 -2.27176820135e-05 3.15227833535e-05
578 -2.70354989046e-05 3.41445265786e-05
579 -2.33133062139e-05 2.29156716377e-05
580 -3.1006567503e-05 2.30032552761e-05
581 -3.37432013907e-05 2.11549887028e-05
582 -2.16617431701e-05 1.77719930243e-05
583 -2.1171428974e-05 2.93525375256e-05
584 -2.7195591318e-05 2.7032269976e-05
585 -3.15298975449e-05 2.4266899259e-05
586 -2.16781466514e-05 3.07127670898e-05
587 -2.15775430326e-05 3.11086113385e-05
588 -2.14953951476e-05 2.35233317276e-05
589 -3.16688754856e-05 2.16669924535e-05
590 -2.49367546972e-05 2.04506789951e-05
591 -2.39036217016e-05 2.85329959326e-05
592 -2.53401650536e-05 2.45747279722e-05
593 -2.75192020436e-05 2.05452297538e-05
594 -2.65271939448e-05 2.28210082591e-05
595 -2.40843516464e-05 2.05557831528e-05
596 -2.93105152116e-05 2.1723033444e-05
597 -2.76938207931e-05 2.05126993539e-05
598 -2.79949680714e-05 2.36767161592e-05
599 -1.66141785579e-05 2.79672146132e-05
600 -2.9861704074e-05 1.97205282912e-05
